claim_id,traveller_name,traveller_type,purpose_of_travel,date,departure,destination,mp_office
T0218155,"Falk, Rosemarie",Member,To travel to/from constituency and Ottawa,2021/11/09,Ottawa,Lloydminster,"Falk, Rosemarie"
T0218155,"Falk, Rosemarie",Member,To drive Member to/from terminal,2021/11/06,Lloydminster,Nisku,"Falk, Rosemarie"
T0218155,"Falk, Rosemarie",Member,To drive Member to/from terminal,2021/11/06,Nisku,Lloydminster,"Falk, Rosemarie"
T0218568,,Designated Traveller,To unite the family with the Member,2021/11/07,Lloydminster,Ottawa,"Falk, Rosemarie"
T0218175,,Dependant,To unite the family with the Member,2021/11/07,Lloydminster,Ottawa,"Falk, Rosemarie"
T0218181,,Dependant,To unite the family with the Member,2021/11/07,Lloydminster,Ottawa,"Falk, Rosemarie"
T0218168,,Dependant,To unite the family with the Member,2021/11/07,Lloydminster,Ottawa,"Falk, Rosemarie"
T0218175,,Dependant,To unite the family with the Member,2021/11/09,Ottawa,Lloydminster,"Falk, Rosemarie"
T0218181,,Dependant,To unite the family with the Member,2021/11/09,Ottawa,Lloydminster,"Falk, Rosemarie"
T0218568,,Designated Traveller,To unite the family with the Member,2021/11/09,Ottawa,Lloydminster,"Falk, Rosemarie"
T0218168,,Dependant,To unite the family with the Member,2021/11/09,Ottawa,Lloydminster,"Falk, Rosemarie"
T0218693,"Falk, Rosemarie",Member,To travel to/from constituency and Ottawa,2021/11/16,Lloydminster,Ottawa,"Falk, Rosemarie"
T0218693,"Falk, Rosemarie",Member,To travel to/from constituency and Ottawa,2021/11/18,Ottawa,Lloydminster,"Falk, Rosemarie"
T0218831,"Falk, Rosemarie",Member,To travel to/from constituency and Ottawa,2021/11/21,Lloydminster,Ottawa,"Falk, Rosemarie"
T0218831,"Falk, Rosemarie",Member,To travel to/from constituency and Ottawa,2021/11/26,Ottawa,Lloydminster,"Falk, Rosemarie"
T0219331,"Falk, Rosemarie",Member,To travel to/from constituency and Ottawa,2021/11/28,Lloydminster,Ottawa,"Falk, Rosemarie"
T0219331,"Falk, Rosemarie",Member,To travel to/from constituency and Ottawa,2021/12/02,Ottawa,Lloydminster,"Falk, Rosemarie"
T0216219,"Falk, Ted",Member,To travel to/from constituency and Ottawa,2021/10/04,Winnipeg,Ottawa,"Falk, Ted"
T0216219,"Falk, Ted",Member,To travel to/from constituency and Ottawa,2021/10/06,Ottawa,Winnipeg,"Falk, Ted"
T0217679,"Falk, Ted",Member,To travel to/from constituency and Ottawa,2021/10/21,Winnipeg,Ottawa,"Falk, Ted"
T0217679,,Designated Traveller,To unite the family with the Member,2021/10/21,Friedensfeld,Ottawa,"Falk, Ted"
T0217679,"Falk, Ted",Member,To travel to/from constituency and Ottawa,2021/10/28,Ottawa,Winnipeg,"Falk, Ted"
T0217679,,Designated Traveller,To unite the family with the Member,2021/10/26,Ottawa,Friedensfeld,"Falk, Ted"
T0218902,"Falk, Ted",Member,To travel to/from constituency and Ottawa,2021/11/15,Winnipeg,Ottawa,"Falk, Ted"
T0218902,"Falk, Ted",Member,To travel to/from constituency and Ottawa,2021/11/18,Ottawa,Winnipeg,"Falk, Ted"
T0219222,"Falk, Ted",Member,To travel to/from constituency and Ottawa,2021/11/21,Winnipeg,Ottawa,"Falk, Ted"
T0219222,"Falk, Ted",Member,To travel to/from constituency and Ottawa,2021/11/26,Ottawa,Winnipeg,"Falk, Ted"
T0214380,"Fast, Hon. Ed",Member,To travel to/from constituency and Ottawa,2021/07/19,Abbotsford,Ottawa,"Fast, Hon. Ed"
T0214380,"Fast, Hon. Ed",Member,To travel to/from constituency and Ottawa,2021/07/22,Ottawa,Abbotsford,"Fast, Hon. Ed"
T0216944,"Fast, Hon. Ed",Member,Secondary Residence,2021/10/01,Ottawa,Ottawa,"Fast, Hon. Ed"
T0216944,"Fast, Hon. Ed",Member,Secondary Residence,2021/09/21,Ottawa,Ottawa,"Fast, Hon. Ed"
T0216009,"Kobes, Raymond",Employee,To travel to/from constituency and Ottawa,2021/09/24,Abbotsford,Ottawa,"Fast, Hon. Ed"
T0216234,,Designated Traveller,To travel to/from constituency and Ottawa,2021/10/04,Abbotsford,Ottawa,"Fast, Hon. Ed"
T0216235,"Fast, Hon. Ed",Member,To travel to/from constituency and Ottawa,2021/10/04,Abbotsford,Ottawa,"Fast, Hon. Ed"
T0216235,"Fast, Hon. Ed",Member,To travel to/from constituency and Ottawa,2021/10/07,Ottawa,Abbotsford,"Fast, Hon. Ed"
T0216234,,Designated Traveller,To travel to/from constituency and Ottawa,2021/10/07,Ottawa,Abbotsford,"Fast, Hon. Ed"
T0219775,"Fast, Hon. Ed",Member,Secondary Residence,2021/10/17,Ottawa,Ottawa,"Fast, Hon. Ed"
T0219775,"Fast, Hon. Ed",Member,Secondary Residence,2021/11/01,Ottawa,Ottawa,"Fast, Hon. Ed"
T0217022,"Fast, Hon. Ed",Member,To travel to/from constituency and Ottawa,2021/10/25,Abbotsford,Ottawa,"Fast, Hon. Ed"
T0217022,"Fast, Hon. Ed",Member,To travel to/from constituency and Ottawa,2021/10/28,Ottawa,Abbotsford,"Fast, Hon. Ed"
200524054,"Fast, Hon. Ed",Member,Secondary Residence,2021/11/01,Ottawa,Ottawa,"Fast, Hon. Ed"
T0219778,"Fast, Hon. Ed",Member,To travel to/from constituency and Ottawa,2021/11/16,Abbotsford,Ottawa,"Fast, Hon. Ed"
T0219778,"Fast, Hon. Ed",Member,To travel to/from constituency and Ottawa,2021/11/18,Ottawa,Abbotsford,"Fast, Hon. Ed"
T0219786,"Fast, Hon. Ed",Member,To travel to/from constituency and Ottawa,2021/11/21,Abbotsford,Ottawa,"Fast, Hon. Ed"
T0219786,"Fast, Hon. Ed",Member,To travel to/from constituency and Ottawa,2021/11/26,Ottawa,Abbotsford,"Fast, Hon. Ed"
T0219789,"Fast, Hon. Ed",Member,To travel to/from constituency and Ottawa,2021/11/28,Abbotsford,Ottawa,"Fast, Hon. Ed"
T0219789,"Fast, Hon. Ed",Member,To travel to/from constituency and Ottawa,2021/12/02,Ottawa,Abbotsford,"Fast, Hon. Ed"
200530296,"Fast, Hon. Ed",Member,Secondary Residence,2021/12/01,Ottawa,Ottawa,"Fast, Hon. Ed"
200538486,"Fast, Hon. Ed",Member,Secondary Residence,2022/01/01,Ottawa,Ottawa,"Fast, Hon. Ed"
T0218793,"Fergus, Hon. Greg",Member,To attend meetings with stakeholders about business of the House,2021/11/17,Ottawa,Vancouver,"Fergus, Hon. Greg"
T0218793,"Fergus, Hon. Greg",Member,To attend meetings with stakeholders about business of the House,2021/11/18,Vancouver,Calgary,"Fergus, Hon. Greg"
T0218793,"Fergus, Hon. Greg",Member,To attend meetings with stakeholders about business of the House,2021/11/19,Calgary,Ottawa,"Fergus, Hon. Greg"
T0216940,"Ferreri, Michelle",Member,To travel to/from constituency and Ottawa,2021/09/26,Peterborough,Ottawa,"Ferreri, Michelle"
T0216940,"Ferreri, Michelle",Member,To travel to/from constituency and Ottawa,2021/09/29,Ottawa,Peterborough,"Ferreri, Michelle"
T0217005,"Ferreri, Michelle",Member,To travel to/from constituency and Ottawa,2021/10/04,Peterborough (County),Ottawa,"Ferreri, Michelle"
T0217005,"Ferreri, Michelle",Member,To travel to/from constituency and Ottawa,2021/10/04,Ottawa,Peterborough (County),"Ferreri, Michelle"
T0217008,"Ferreri, Michelle",Member,To travel to/from constituency and Ottawa,2021/10/21,Peterborough,Ottawa,"Ferreri, Michelle"
T0217008,"Ferreri, Michelle",Member,To travel to/from constituency and Ottawa,2021/10/23,Ottawa,Peterborough,"Ferreri, Michelle"
T0217170,"Ferreri, Michelle",Member,To travel to/from constituency and Ottawa,2021/10/26,Peterborough,Ottawa,"Ferreri, Michelle"
T0217170,"Ferreri, Michelle",Member,To travel to/from constituency and Ottawa,2021/10/28,Ottawa,Peterborough,"Ferreri, Michelle"
T0219221,"Ferreri, Michelle",Member,To travel to/from constituency and Ottawa,2021/11/15,Lakefield,Ottawa,"Ferreri, Michelle"
T0219221,"Ferreri, Michelle",Member,To travel to/from constituency and Ottawa,2021/11/19,Ottawa,Lakefield,"Ferreri, Michelle"
T0219300,"Ferreri, Michelle",Member,To travel to/from constituency and Ottawa,2021/11/21,Lakefield,Ottawa,"Ferreri, Michelle"
T0219300,"Ferreri, Michelle",Member,To travel to/from constituency and Ottawa,2021/11/26,Ottawa,Lakefield,"Ferreri, Michelle"
T0219761,"Ferreri, Michelle",Member,To travel to/from constituency and Ottawa,2021/11/29,Lakefield,Ottawa,"Ferreri, Michelle"
T0219761,"Ferreri, Michelle",Member,To travel to/from constituency and Ottawa,2021/12/02,Ottawa,Lakefield,"Ferreri, Michelle"
T0220464,"Ferreri, Michelle",Member,To travel to/from constituency and Ottawa,2021/12/06,Lakefield,Ottawa,"Ferreri, Michelle"
T0220464,"Ferreri, Michelle",Member,To travel to/from constituency and Ottawa,2021/12/09,Ottawa,Lakefield,"Ferreri, Michelle"
T0219168,"Fillmore, Andy",Member,Secondary Residence,2021/05/10,Ottawa,Ottawa,"Fillmore, Andy"
T0219168,"Fillmore, Andy",Member,Secondary Residence,2021/04/10,Ottawa,Ottawa,"Fillmore, Andy"
T0219168,"Fillmore, Andy",Member,Secondary Residence,2021/08/01,Ottawa,Ottawa,"Fillmore, Andy"
T0219168,"Fillmore, Andy",Member,Secondary Residence,2021/06/10,Ottawa,Ottawa,"Fillmore, Andy"
T0219090,"Fillmore, Andy",Member,To attend a constituency or community event,2021/08/11,Halifax,Halifax,"Fillmore, Andy"
T0219090,"Fillmore, Andy",Member,To attend a constituency or community event,2021/07/07,Halifax,Halifax,"Fillmore, Andy"
T0219090,"Fillmore, Andy",Member,To attend a constituency or community event,2021/07/06,Halifax,Halifax,"Fillmore, Andy"
T0219090,"Fillmore, Andy",Member,To attend a constituency or community event,2021/06/30,Halifax,Halifax,"Fillmore, Andy"
T0219090,"Fillmore, Andy",Member,To attend a constituency or community event,2021/06/29,Halifax,Halifax,"Fillmore, Andy"
